home, away, result, us, B365, BW, IW, LB, PS, WH, VC
Burnley, Everton,H, 33.0884003624, 40.5722121689, 40.9119682115, 37.971059087, 38.9756740039, 39.5018171462, 40.7464268227, 40.6358299222
Leicester, Bournemouth,D, 33.5281209691, 40.4979547432, 40.8912428229, 37.9079011922, 38.9332561884, 39.4182379918, 40.6559745613, 40.566864405
Liverpool, Newcastle,H, 34.1249007136, 41.1439495752, 41.5133626386, 38.5106409182, 39.59404914, 40.0334212379, 41.316185829, 41.1992421453
Southampton, Stoke,D, 34.1131175783, 41.0044146915, 41.3886025618, 38.4277393638, 39.4581268099, 39.8717774022, 41.1301393173, 41.0451170319
Swansea, West Ham,H, 34.6431692056, 40.9761661039, 41.3654811745, 38.4105965067, 39.8110679863, 39.8537390708, 41.1186450645, 41.0224669753
Watford, West Brom,H, 35.1204979783, 41.3935480782, 41.7955887014, 38.823639985, 40.2155623684, 40.2623412213, 41.5316885427, 41.4395792748
Man City, Chelsea,H, 35.8018216993, 41.9015921087, 42.28666013, 39.288756264, 40.7124006701, 40.7673329019, 42.0480396615, 41.9437809554
Crystal Palace, Man United,A, 36.2878037155, 42.4584735725, 42.8225216304, 39.8164158385, 41.2572455988, 41.2998630223, 42.5865649307, 42.4936631235
Chelsea, Crystal Palace,H, 36.792644109, 43.0883948323, 43.4294580466, 40.3839305156, 41.8847413205, 41.9146387479, 43.2045424588, 43.1423657184
Man United, Liverpool,H, 36.6512687174, 43.0164038312, 43.3600938847, 40.3374188877, 41.8051160277, 41.8493969032, 43.1480452837, 43.0689193907
Newcastle, Southampton,H, 36.5967831908, 42.9697067925, 43.3252101638, 40.2792793528, 41.7580572042, 41.817722695, 43.1135625251, 43.0234648452
West Brom, Leicester,A, 36.4651067307, 42.9414582049, 43.2905280829, 40.2211398179, 41.7463612977, 41.7941800941, 43.1020682722, 43.0066109126
West Ham, Burnley,A, 36.1403887214, 42.7973437935, 43.1332247121, 40.0655842624, 41.6035041549, 41.6539829419, 42.9576238277, 42.8637537698
Arsenal, Watford,H, 35.7401143769, 43.3353638795, 43.6476280043, 40.5983711476, 42.1260121935, 42.1945234824, 43.5032200865, 43.3841998664
Bournemouth, Tottenham,A, 36.3336060566, 43.8532921664, 44.1505617847, 41.1311580329, 42.6366504913, 42.7063531354, 44.0019732037, 43.8988475307
Stoke, Man City,A, 37.0226150012, 44.5126328257, 44.7779749121, 41.7338977589, 43.296861759, 43.3258014758, 44.6439485124, 44.5262606581
Bournemouth, West Brom,H, 37.5065983173, 44.9920192112, 45.2449799882, 42.1654767063, 43.7504700064, 43.8012586461, 45.092188678, 44.9945533411
Liverpool, Watford,H, 38.1089351654, 45.6121101578, 45.8622639388, 42.8262696578, 44.4258772372, 44.4392586461, 45.7202080017, 45.6439039904
