home, away, result, us, B365, BW, IW, LB, PS, WH, VC
Everton, Leicester,H, 33.0663854155, 38.8019698347, 38.6760395473, 37.259442971, 37.2297048614, 37.5418098029, 38.6809701931, 38.3715303113
Man City, West Brom,H, 33.7295005622, 39.4553612473, 39.3208442636, 37.9348651098, 37.9564031236, 38.2239124312, 39.3329949014, 39.0558226908
Newcastle, Burnley,D, 34.1885640207, 39.381087835, 39.2434961973, 37.9015317765, 37.8716573609, 38.1280657859, 39.261171697, 38.9625751024
Stoke, Watford,D, 34.6169144, 39.7640200013, 39.6255186692, 37.8904206654, 38.2580209973, 38.511182669, 39.6410599652, 39.3450887636
Tottenham, Man United,H, 35.0907369001, 40.1394352837, 40.0075411411, 37.8499582377, 38.2465267444, 38.5067967041, 40.011846482, 39.7228665413
Arsenal, Everton,H, 35.6559426168, 40.7693565436, 40.6233769182, 38.396033323, 38.8733073712, 39.1111013398, 40.6465839315, 40.3322848239
Bournemouth, Stoke,H, 35.6275160412, 41.2054089101, 41.0577099069, 38.7849222119, 39.3002017148, 39.5536587824, 41.0911424531, 40.767898506
Burnley, Man City,D, 35.4722509523, 40.8602412573, 40.7665285425, 38.6006218706, 38.9359275648, 39.2019995451, 40.7452137676, 40.4229009703
Leicester, Swansea,D, 35.3143082637, 40.7053116798, 40.6104263665, 38.4823952696, 38.7895861014, 39.042186461, 40.5995826996, 40.271957574
West Brom, Southampton,A, 35.165781254, 40.6306510463, 40.5414608492, 38.4184417812, 38.7198186595, 38.9858166752, 40.5306171824, 40.2045418437
Crystal Palace, Newcastle,D, 34.9808007638, 40.5465388968, 40.4505517583, 38.3687180243, 38.6487804082, 38.9038664678, 40.4557508722, 40.1312434144
Liverpool, Tottenham,D, 34.7684156562, 40.9433642936, 40.8439943813, 38.7619764513, 39.051015045, 39.2989676392, 40.8470552201, 40.5354987335
Watford, Chelsea,H, 34.4603059012, 40.5521332649, 40.4611076051, 38.4106250999, 38.6932168799, 38.9180554771, 40.4701189034, 40.1585624168
Everton, Crystal Palace,H, 34.3654313089, 40.5463861385, 40.8452883961, 38.7820536713, 39.0909441526, 39.3180554771, 40.858690332, 40.5607363299
Man City, Leicester,H, 34.8942124534, 41.1747089998, 41.4584959433, 39.345433953, 39.7517371042, 39.9452181068, 41.4830399677, 41.2348045297
Swansea, Burnley,H, 35.4216060565, 41.5517391622, 41.8320591617, 39.713250045, 40.1354580344, 40.3345395751, 41.855132991, 41.6258659822
Tottenham, Arsenal,H, 35.9105023719, 41.5407501512, 41.8106687873, 39.6795421798, 40.1082841214, 40.3188982821, 41.8168816249, 41.5944523697
West Ham, Watford,H, 36.3618113763, 41.4824750929, 41.7875474001, 39.6622011394, 40.0673484488, 40.2863870713, 41.75874209, 41.5719804595
Newcastle, Man United,H, 36.0064752825, 41.1242798811, 41.4359492265, 39.3226662556, 39.7074964599, 39.9227507077, 41.4034307347, 41.1953570829
Southampton, Liverpool,A, 36.4428370228, 41.5532890742, 41.8674213078, 39.7682621106, 40.1433938958, 40.3759949825, 41.841689844, 41.6376647752
Chelsea, West Brom,H, 36.9916140793, 42.1202628517, 42.453740526, 40.315707366, 40.7312223882, 40.9579885516, 42.4287739927, 42.236655948
Bournemouth, Newcastle,D, 36.9011677738, 42.0893789326, 42.431762504, 40.304471411, 40.7091229407, 40.9198933136, 42.3845750977, 42.2151505716
Burnley, Southampton,D, 37.3210923664, 42.4424541034, 42.7747857598, 40.6765644342, 41.0641525265, 41.2683096031, 42.7505727364, 42.5654330575
Leicester, Stoke,D, 37.7609603534, 42.3172239009, 42.6553970301, 40.5583378333, 40.9391525265, 41.1141206548, 42.648133712, 42.4514729436
Liverpool, West Ham,H, 38.2524023076, 42.9157506044, 43.2775168458, 41.1610775593, 41.5665656539, 41.7498908898, 43.2724833478, 43.0974677756
Watford, Everton,H, 38.0886429232, 43.2986827707, 43.6707752728, 41.1323419271, 41.9551370825, 42.1370926252, 43.6474833478, 43.4909103986
Crystal Palace, Tottenham,A, 38.6439023353, 43.8542383262, 44.2219563751, 41.6651288123, 42.4857493274, 42.6717834246, 44.1802702331, 44.0423809868
Man United, Chelsea,H, 39.0678435081, 44.2414064678, 44.6130178276, 42.0583872393, 42.8628921845, 43.0597615667, 44.5595805779, 44.4201587646
Arsenal, Man City,A, 39.5069674435, 44.6817195794, 45.0538995912, 42.4826296636, 43.2892881236, 43.4984588847, 45.0082346158, 44.8624664569
Burnley, Everton,H, 39.3416235082, 45.0517983195, 45.4217156831, 42.4128622217, 43.6657587119, 43.8808446149, 45.3832346158, 45.2402442347
Leicester, Bournemouth,D, 39.781344115, 44.9775408938, 45.4009902945, 42.349704327, 43.6233408964, 43.7972654605, 45.2927823545, 45.1712787174
Liverpool, Newcastle,H, 40.3410461348, 45.6235357258, 46.0231101102, 42.952444053, 44.2841338479, 44.4124487066, 45.9529936221, 45.8036564577
Southampton, Stoke,D, 40.3292629996, 45.4840008421, 45.8983500334, 42.8695424986, 44.1482115178, 44.250804871, 45.7669471105, 45.6495313444
Swansea, West Ham,H, 40.7702268466, 45.4557522545, 45.8752286461, 42.8523996414, 44.5011526943, 44.2327665395, 45.7554528576, 45.6268812878
Watford, West Brom,H, 41.2198843861, 45.8731342288, 46.305336173, 43.2654431197, 44.9056470763, 44.64136869, 46.1684963358, 46.0439935872
Man City, Chelsea,H, 41.8088091973, 46.3811782593, 46.7964076016, 43.7305593988, 45.402485378, 45.1463603706, 46.6848474546, 46.5481952679
Crystal Palace, Man United,A, 42.2674028242, 46.9380597231, 47.332269102, 44.2582189732, 45.9473303068, 45.6788904911, 47.2233727239, 47.098077436
Chelsea, Crystal Palace,H, 42.7718031819, 47.5679809829, 47.9392055182, 44.8257336503, 46.5748260284, 46.2936662166, 47.841350252, 47.7467800308
Man United, Liverpool,H, 42.73234437, 47.4959899818, 47.8698413563, 44.7792220224, 46.4952007357, 46.2284243719, 47.7848530768, 47.6733337031
Newcastle, Southampton,H, 42.6778588434, 47.4492929431, 47.8349576354, 44.7210824875, 46.4481419121, 46.1967501637, 47.7503703182, 47.6278791577
West Brom, Leicester,A, 42.5914806038, 47.4210443555, 47.8002755545, 44.6629429527, 46.4364460057, 46.1732075628, 47.7388760653, 47.6110252251
West Ham, Burnley,A, 42.3079966274, 47.276929944, 47.6429721837, 44.5073873971, 46.2935888628, 46.0330104106, 47.5944316209, 47.4681680822
Arsenal, Watford,H, 42.2179262323, 47.8149500301, 48.1573754759, 45.0401742824, 46.8160969014, 46.5735509511, 48.1400278796, 47.9886141789
Bournemouth, Tottenham,A, 42.7720829939, 48.332878317, 48.6603092563, 45.5729611676, 47.3267351993, 47.0853806041, 48.6387809969, 48.5032618432
Stoke, Man City,A, 43.373600967, 48.9922189763, 49.2877223837, 46.1757008936, 47.9869464669, 47.7048289445, 49.2807563055, 49.1306749706
Bournemouth, West Brom,H, 43.828737315, 49.4716053617, 49.7547274598, 46.607279841, 48.4405547143, 48.1802861148, 49.7289964711, 49.5989676535
Liverpool, Watford,H, 44.4227735413, 50.0916963084, 50.3720114104, 47.2680727925, 49.1159619452, 48.8182861148, 50.3570157948, 50.2483183029
Stoke, Everton,A, 44.3159692817, 50.0028324164, 50.2800573874, 47.1537870783, 49.033609004, 48.7290004005, 50.263992539, 50.1587326366
Crystal Palace, Liverpool,A, 44.769761701, 50.5509921658, 50.8166233652, 47.7055112162, 49.5344725618, 49.2513884602, 50.7711776616, 50.6774876246
Everton, Man City,A, 45.1792314488, 51.1380763145, 51.3886287488, 48.2883333021, 50.1345989042, 49.8530239743, 51.352175611, 51.2868898301
Man United, Swansea,H, 45.7401215072, 51.7177864595, 52.0160418762, 48.9491262536, 50.7645201641, 50.4910607841, 51.9951034052, 51.9610471334
Watford, Bournemouth,D, 46.1831036541, 52.0968187175, 52.4024055125, 48.9434119679, 51.1575837479, 50.8732193744, 52.3859080029, 52.3499360223
West Brom, Burnley,A, 45.8001513689, 52.0270512757, 52.3388216975, 48.873644526, 51.10432931, 50.8213591715, 52.341307064, 52.2928583968
West Ham, Southampton,H, 45.5873144018, 51.9510278839, 52.2694575357, 48.7980631307, 51.0392405526, 50.75491773, 52.2830320057, 52.2222433626
Arsenal, Stoke,H, 46.1947749512, 52.5469754405, 52.8585814027, 49.344138216, 51.6434701599, 51.3404881998, 52.8782701009, 52.8233362588
Chelsea, Tottenham,A, 46.6146807586, 52.4317680672, 52.7563086755, 49.219138216, 51.5388189971, 51.2328300422, 52.7736189381, 52.7113541759
