Season, Home, Away, HG, AG, Result, Before: P[Home], Before: P[Draw], Before: P[Away], Before: Sum, After: P[Home], After: P[Draw], After: P[Away], After: Sum
14-15, Southampton, Tottenham, 2, 2, D, 0.404359673025, 0.366757493188, 0.228882833787, 1.0, 0.296708446867, 0.430081743869, 0.273209809264, 1.0
14-15, Stoke, Sunderland, 1, 1, D, 0.452315134762, 0.348997926745, 0.198686938493, 1.0, 0.341644782309, 0.414098134071, 0.244257083621, 1.0
14-15, West Brom, Liverpool, 0, 0, D, 0.207623397154, 0.366414895486, 0.42596170736, 1.0, 0.207623397154, 0.366414895486, 0.42596170736, 1.0
14-15, Arsenal, Chelsea, 0, 0, D, 0.35790071997, 0.368321333839, 0.273777946192, 1.0, 0.35790071997, 0.368321333839, 0.273777946192, 1.0
14-15, Everton, Man United, 3, 0, H, 0.237132352941, 0.367463235294, 0.395404411765, 1.0, 0.389705882353, 0.456018382353, 0.154275735294, 1.0
14-15, Hull, Liverpool, 1, 0, H, 0.213626685593, 0.360894251242, 0.425479063165, 1.0, 0.292264017034, 0.405631653655, 0.302104329311, 1.0
14-15, Leicester, Chelsea, 1, 3, A, 0.157331264546, 0.356555469356, 0.486113266098, 1.0, 0.157331264546, 0.356555469356, 0.486113266098, 1.0
14-15, Aston Villa, Everton, 3, 2, H, 0.312969743689, 0.377143958373, 0.309886297938, 1.0, 0.38167276932, 0.420743881287, 0.197583349393, 1.0
14-15, Leicester, Newcastle, 3, 0, H, 0.42298245614, 0.37350877193, 0.20350877193, 1.0, 0.538385964912, 0.37350877193, 0.088105263158, 1.0
14-15, Liverpool, QPR, 2, 1, H, 0.570865698525, 0.335472250366, 0.0936620511089, 1.0, 0.613779128673, 0.335472250366, 0.0507486209614, 1.0
14-15, Man United, West Brom, 0, 1, A, 0.593965060879, 0.320063525675, 0.0859714134463, 1.0, 0.478375860244, 0.388057173108, 0.133566966649, 1.0
14-15, Sunderland, Southampton, 2, 1, H, 0.223829325619, 0.357801482553, 0.418369191828, 1.0, 0.301446393057, 0.402755378774, 0.295798228169, 1.0
14-15, Swansea, Stoke, 2, 0, H, 0.375635473545, 0.369610242892, 0.254754283562, 0.999999999999, 0.469290152513, 0.435801167388, 0.0949086800974, 0.999999999999
14-15, West Ham, Burnley, 1, 0, H, 0.371085692856, 0.377836114757, 0.251078192387, 1.0, 0.43397712357, 0.421387586724, 0.144635289706, 1.0
14-15, Chelsea, Crystal Palace, 1, 0, H, 0.594706193753, 0.319428268925, 0.0858655373213, 0.999999999999, 0.635235574378, 0.319428268925, 0.0453361566966, 0.999999999999
14-15, Tottenham, Man City, 0, 1, A, 0.220405963715, 0.386384048859, 0.393209987426, 1.0, 0.159726962458, 0.386384048859, 0.453888988683, 1.0
14-15, Hull, Arsenal, 1, 3, A, 0.155751238305, 0.348559897267, 0.495688864429, 1.0, 0.155751238305, 0.348559897267, 0.495688864429, 1.0
14-15, Aston Villa, West Ham, 1, 0, H, 0.424549746459, 0.37314215772, 0.202308095821, 1.0, 0.482094771813, 0.37314215772, 0.144763070467, 1.0
14-15, Crystal Palace, Man United, 1, 2, A, 0.18802698145, 0.363575042159, 0.448397976391, 1.0, 0.18802698145, 0.363575042159, 0.448397976391, 1.0
14-15, Everton, Sunderland, 0, 2, A, 0.464073829927, 0.356789716546, 0.179136453527, 1.0, 0.300055207646, 0.453271259064, 0.24667353329, 1.0
14-15, Hull, Burnley, 0, 1, A, 0.437695788375, 0.361642882005, 0.200661329621, 1.0, 0.329175078316, 0.425478593805, 0.245346327881, 1.0
14-15, Leicester, Southampton, 2, 0, H, 0.322574447646, 0.380403458213, 0.29702209414, 0.999999999999, 0.424188280499, 0.445461095101, 0.130350624399, 0.999999999999
14-15, Newcastle, West Brom, 1, 1, D, 0.338111620795, 0.375764525994, 0.286123853211, 1.0, 0.338111620795, 0.375764525994, 0.286123853211, 1.0
14-15, Stoke, Tottenham, 3, 0, H, 0.294761082326, 0.381884475149, 0.323354442525, 1.0, 0.435808865861, 0.468420648628, 0.0957704855111, 1.0
14-15, Chelsea, Liverpool, 1, 1, D, 0.408159564823, 0.365185856754, 0.226654578422, 0.999999999999, 0.300241160471, 0.428667271079, 0.271091568449, 0.999999999999
14-15, Man City, QPR, 6, 0, H, 0.615488805673, 0.326268823201, 0.0582423711258, 1.0, 0.615488805673, 0.326268823201, 0.0582423711258, 1.0
14-15, Arsenal, Swansea, 0, 1, A, 0.590428211587, 0.329773299748, 0.079798488665, 1.0, 0.476489672544, 0.396795969773, 0.126714357683, 1.0
14-15, Burnley, Stoke, 0, 0, D, 0.315920875744, 0.376224313424, 0.307854810832, 1.0, 0.315920875744, 0.376224313424, 0.307854810832, 1.0
14-15, Liverpool, Crystal Palace, 1, 3, A, 0.550270542343, 0.339247514785, 0.110481942872, 1.0, 0.381778658613, 0.438360387567, 0.17986095382, 1.0
14-15, QPR, Newcastle, 2, 1, H, 0.274725274725, 0.388783630163, 0.336491095112, 1.0, 0.347252747253, 0.431568776052, 0.221178476696, 1.0
14-15, Southampton, Aston Villa, 6, 1, H, 0.47642118863, 0.353359173127, 0.170219638243, 1.0, 0.685852713178, 0.353359173127, -0.039211886305, 1.0
14-15, Sunderland, Leicester, 0, 0, D, 0.316467872259, 0.373220469411, 0.31031165833, 1.0, 0.316467872259, 0.373220469411, 0.31031165833, 1.0
14-15, Tottenham, Hull, 2, 0, H, 0.456368118324, 0.368775677896, 0.17485620378, 1.0, 0.537912900575, 0.368775677896, 0.0933114215286, 1.0
14-15, West Ham, Everton, 1, 2, A, 0.298252352602, 0.380257345881, 0.321490301517, 1.0, 0.230401382754, 0.380257345881, 0.389341271365, 1.0
14-15, Man United, Arsenal, 1, 1, D, 0.337319665907, 0.38648443432, 0.276195899772, 0.999999999999, 0.337319665907, 0.38648443432, 0.276195899772, 0.999999999999
14-15, Swansea, Man City, 2, 4, A, 0.167574495354, 0.371355334829, 0.461070169817, 1.0, 0.167574495354, 0.371355334829, 0.461070169817, 1.0
14-15, West Brom, Chelsea, 3, 0, H, 0.212954747116, 0.362732919255, 0.424312333629, 1.0, 0.370363797693, 0.451950310559, 0.177685891748, 1.0
14-15, Arsenal, Sunderland, 0, 0, D, 0.6096179689, 0.314935688232, 0.0754463428681, 1.0, 0.493157035899, 0.383442119409, 0.123400844692, 1.0
14-15, Arsenal, West Brom, 4, 1, H, 0.565064889512, 0.336840874547, 0.0980942359406, 1.0, 0.65205191161, 0.336840874547, 0.011107213843, 1.0
14-15, Aston Villa, Burnley, 0, 1, A, 0.390739385066, 0.380124450952, 0.229136163982, 1.0, 0.313653001464, 0.380124450952, 0.306222547584, 1.0
14-15, Chelsea, Sunderland, 3, 1, H, 0.595941541373, 0.318893912312, 0.0851645463148, 1.0, 0.656550310167, 0.318893912312, 0.0245557775208, 1.0
14-15, Crystal Palace, Swansea, 1, 0, H, 0.368263473054, 0.383607784431, 0.248128742515, 1.0, 0.431437125749, 0.426755239521, 0.141807634731, 1.0
14-15, Everton, Tottenham, 0, 1, A, 0.338783269962, 0.390114068441, 0.271102661597, 1.0, 0.265893536122, 0.390114068441, 0.343992395437, 1.0
14-15, Hull, Man United, 0, 0, D, 0.248744186047, 0.399255813953, 0.352, 1.0, 0.248744186047, 0.399255813953, 0.352, 1.0
14-15, Leicester, QPR, 5, 1, H, 0.496371982822, 0.361320894417, 0.14230712276, 0.999999999999, 0.697823189693, 0.361320894417, -0.0591440841112, 0.999999999999
14-15, Man City, Southampton, 2, 0, H, 0.506864988558, 0.359267734554, 0.133867276888, 1.0, 0.580835240274, 0.359267734554, 0.0598970251717, 1.0
14-15, Newcastle, West Ham, 2, 0, H, 0.445580474934, 0.378463060686, 0.17595646438, 1.0, 0.528743403694, 0.378463060686, 0.0927935356201, 1.0
14-15, Stoke, Liverpool, 6, 1, H, 0.240215173437, 0.385828232239, 0.373956594324, 1.0, 0.544129104062, 0.557796327212, -0.101925431274, 1.0
16-17, Burnley, Swansea, 0, 1, A, 0.347705373183, 0.370243344766, 0.282051282051, 1.0, 0.275910501388, 0.370243344766, 0.353846153846, 1.0
16-17, Crystal Palace, West Brom, 0, 1, A, 0.437595129376, 0.346118721461, 0.216286149163, 1.0, 0.326435312024, 0.411506849315, 0.262057838661, 1.0
16-17, Everton, Tottenham, 1, 1, D, 0.273627801234, 0.377232867814, 0.349139330952, 1.0, 0.273627801234, 0.377232867814, 0.349139330952, 1.0
16-17, Hull, Leicester, 2, 1, H, 0.202728755747, 0.357407682041, 0.439863562213, 1.0, 0.282455880172, 0.402389144298, 0.315154975531, 1.0
16-17, Man City, Sunderland, 2, 1, H, 0.637485105488, 0.301254643583, 0.0612602509287, 1.0, 0.637485105488, 0.301254643583, 0.0612602509287, 1.0
16-17, Middlesbrough, Stoke, 1, 1, D, 0.372688939345, 0.362309438858, 0.265001621797, 1.0, 0.372688939345, 0.362309438858, 0.265001621797, 1.0
16-17, Southampton, Watford, 1, 1, D, 0.465749539072, 0.353566869948, 0.18068359098, 1.0, 0.355855906963, 0.418210182953, 0.225933910084, 1.0
16-17, Arsenal, Liverpool, 3, 4, A, 0.344323534189, 0.383790807211, 0.2718856586, 1.0, 0.271512100049, 0.383790807211, 0.34469709274, 1.0
16-17, Bournemouth, Man United, 1, 3, A, 0.181701581873, 0.353712412712, 0.464586005415, 1.0, 0.181701581873, 0.353712412712, 0.464586005415, 1.0
16-17, Chelsea, West Ham, 2, 1, H, 0.50384319754, 0.34857801691, 0.14757878555, 1.0, 0.553458877786, 0.34857801691, 0.097963105304, 1.0
16-17, Man United, Southampton, 2, 0, H, 0.565320409262, 0.321917070544, 0.112762520194, 1.0, 0.630522347873, 0.321917070544, 0.0475605815833, 1.0
16-17, Burnley, Liverpool, 2, 0, H, 0.128108869076, 0.329657437823, 0.542233693102, 1.0, 0.258892538715, 0.400043406852, 0.341064054435, 1.0
16-17, Leicester, Arsenal, 0, 0, D, 0.279442734489, 0.396889680868, 0.323667584643, 1.0, 0.279442734489, 0.396889680868, 0.323667584643, 1.0
16-17, Stoke, Man City, 1, 4, A, 0.159723146546, 0.350192998802, 0.490083854652, 1.0, 0.159723146546, 0.350192998802, 0.490083854652, 1.0
16-17, Swansea, Hull, 0, 2, A, 0.486389387868, 0.340058035097, 0.173552577035, 1.0, 0.318104186818, 0.439049329832, 0.24284648335, 1.0
16-17, Tottenham, Crystal Palace, 1, 0, H, 0.568355891302, 0.323995383485, 0.107648725212, 0.999999999999, 0.611520302172, 0.323995383485, 0.0644843143422, 0.999999999999
16-17, Watford, Chelsea, 1, 2, A, 0.162368034211, 0.341306962448, 0.496325003341, 1.0, 0.162368034211, 0.341306962448, 0.496325003341, 1.0
16-17, West Brom, Everton, 1, 2, A, 0.293770491803, 0.366229508197, 0.34, 1.0, 0.227770491803, 0.366229508197, 0.406, 1.0
16-17, Sunderland, Middlesbrough, 1, 2, A, 0.346852003271, 0.363859362224, 0.289288634505, 1.0, 0.275780866722, 0.363859362224, 0.360359771055, 1.0
16-17, West Ham, Bournemouth, 1, 0, H, 0.426022304833, 0.373977695167, 0.2, 1.0, 0.48342007435, 0.373977695167, 0.142602230483, 1.0
16-17, Chelsea, Burnley, 3, 0, H, 0.653056861907, 0.283953256377, 0.0629898817158, 1.0, 0.653056861907, 0.283953256377, 0.0629898817158, 1.0
16-17, Crystal Palace, Bournemouth, 1, 1, D, 0.362649821833, 0.369776482021, 0.267573696145, 0.999999999999, 0.362649821833, 0.369776482021, 0.267573696145, 0.999999999999
16-17, Everton, Stoke, 1, 0, H, 0.486552236789, 0.349912150291, 0.163535612921, 1.0, 0.53789701311, 0.349912150291, 0.1121908366, 1.0
16-17, Hull, Man United, 0, 1, A, 0.109743040685, 0.323340471092, 0.566916488223, 1.0, 0.109743040685, 0.323340471092, 0.566916488223, 1.0
16-17, Leicester, Swansea, 2, 1, H, 0.490678195082, 0.345582275061, 0.163739529857, 1.0, 0.541610375574, 0.345582275061, 0.112807349365, 1.0
16-17, Southampton, Sunderland, 1, 1, D, 0.53337446021, 0.327328809377, 0.139296730413, 1.0, 0.419020357804, 0.394595928439, 0.186383713757, 1.0
16-17, Tottenham, Liverpool, 1, 1, D, 0.337439222042, 0.391572123177, 0.270988654781, 1.0, 0.337439222042, 0.391572123177, 0.270988654781, 1.0
16-17, Watford, Arsenal, 1, 3, A, 0.165574665575, 0.359131859132, 0.475293475293, 1.0, 0.165574665575, 0.359131859132, 0.475293475293, 1.0
16-17, Man City, West Ham, 3, 1, H, 0.591186275307, 0.335799658509, 0.0730140661842, 1.0, 0.652508334011, 0.335799658509, 0.0116920074803, 1.0
16-17, West Brom, Middlesbrough, 0, 0, D, 0.350140056022, 0.352446861097, 0.29741308288, 0.999999999999, 0.350140056022, 0.352446861097, 0.29741308288, 0.999999999999
16-17, Arsenal, Southampton, 2, 1, H, 0.524203211119, 0.34363767074, 0.13215911814, 0.999999999999, 0.571782890007, 0.34363767074, 0.0845794392519, 0.999999999999
16-17, Bournemouth, West Brom, 1, 0, H, 0.436155606407, 0.344164759725, 0.219679633867, 0.999999999999, 0.492540045766, 0.344164759725, 0.163295194508, 0.999999999999
16-17, Burnley, Hull, 1, 1, D, 0.367499189102, 0.358579305871, 0.273921505028, 1.0, 0.367499189102, 0.358579305871, 0.273921505028, 1.0
16-17, Liverpool, Leicester, 4, 1, H, 0.496, 0.352516129032, 0.151483870968, 1.0, 0.5968, 0.352516129032, 0.050683870968, 1.0
16-17, Man United, Man City, 1, 2, A, 0.371021909483, 0.364784903246, 0.26419318727, 0.999999999999, 0.29744122821, 0.364784903246, 0.337773868543, 0.999999999999
16-17, Middlesbrough, Crystal Palace, 1, 2, A, 0.389164136167, 0.355282084066, 0.255553779767, 1.0, 0.314719514144, 0.355282084066, 0.32999840179, 1.0
16-17, Stoke, Tottenham, 0, 4, A, 0.186340762042, 0.361897915169, 0.451761322789, 1.0, 0.186340762042, 0.361897915169, 0.451761322789, 1.0
16-17, West Ham, Watford, 2, 4, A, 0.454505877231, 0.354085038456, 0.191409084313, 1.0, 0.289797562037, 0.450972282688, 0.259230155275, 1.0
16-17, Swansea, Chelsea, 2, 2, D, 0.147167409293, 0.348440483768, 0.504392106938, 0.999999999999, 0.232450668364, 0.394049649904, 0.373499681731, 0.999999999999
16-17, Sunderland, Everton, 0, 3, A, 0.228505034857, 0.370255615802, 0.401239349342, 1.0, 0.108752904725, 0.370255615802, 0.520991479474, 1.0
16-17, Chelsea, Liverpool, 1, 2, A, 0.366892851507, 0.381726368944, 0.251380779549, 1.0, 0.292030929462, 0.381726368944, 0.326242701594, 1.0
16-17, Everton, Middlesbrough, 3, 1, H, 0.517355371901, 0.334265734266, 0.148378893833, 1.0, 0.589752066116, 0.334265734266, 0.0759821996181, 1.0
16-17, Hull, Arsenal, 1, 4, A, 0.136949318935, 0.347281875077, 0.515768805988, 1.0, 0.136949318935, 0.347281875077, 0.515768805988, 1.0
16-17, Leicester, Burnley, 3, 0, H, 0.569229112834, 0.317291128338, 0.113479758829, 1.0, 0.655383290267, 0.317291128338, 0.0273255813958, 1.0
16-17, Man City, Bournemouth, 4, 0, H, 0.618514596884, 0.313795189835, 0.0676902132809, 1.0, 0.618514596884, 0.313795189835, 0.0676902132809, 1.0
16-17, West Brom, West Ham, 4, 2, H, 0.31905465288, 0.365009026752, 0.315936320368, 1.0, 0.421196454948, 0.431683078943, 0.147120466109, 1.0
16-17, Crystal Palace, Stoke, 4, 1, H, 0.424094919379, 0.35853361728, 0.21737146334, 0.999999999999, 0.539275935503, 0.35853361728, 0.102190447216, 0.999999999999
16-17, Southampton, Swansea, 1, 0, H, 0.506218091373, 0.338918706637, 0.15486320199, 1.0, 0.555596282236, 0.338918706637, 0.105485011127, 1.0
16-17, Tottenham, Sunderland, 1, 0, H, 0.606376664123, 0.315017383193, 0.0786059526838, 1.0, 0.606376664123, 0.315017383193, 0.0786059526838, 1.0
16-17, Watford, Man United, 3, 1, H, 0.141183800623, 0.350404984424, 0.508411214953, 1.0, 0.27000623053, 0.418612461059, 0.311381308411, 1.0
16-17, Arsenal, Chelsea, 3, 0, H, 0.35024, 0.38288, 0.26688, 1.0, 0.480192, 0.4692768, 0.0505312, 1.0
16-17, Bournemouth, Everton, 1, 0, H, 0.231510254817, 0.375543816035, 0.392945929149, 1.0, 0.308359229335, 0.419255748913, 0.272385021753, 1.0
16-17, Liverpool, Hull, 5, 1, H, 0.638703274892, 0.304333443599, 0.0569632815084, 0.999999999999, 0.638703274892, 0.304333443599, 0.0569632815084, 0.999999999999
16-17, Man United, Leicester, 4, 1, H, 0.487737704918, 0.355540983607, 0.156721311475, 1.0, 0.590190163934, 0.355540983607, 0.0542688524586, 1.0
16-17, Middlesbrough, Tottenham, 1, 2, A, 0.219981668194, 0.36938588451, 0.410632447296, 1.0, 0.161044912924, 0.36938588451, 0.469569202566, 1.0
16-17, Stoke, West Brom, 1, 1, D, 0.370192307692, 0.366987179487, 0.262820512821, 1.0, 0.370192307692, 0.366987179487, 0.262820512821, 1.0
16-17, Sunderland, Crystal Palace, 2, 3, A, 0.304049640758, 0.37230568256, 0.323644676682, 1.0, 0.236414108426, 0.37230568256, 0.391280209014, 1.0
16-17, Swansea, Man City, 1, 3, A, 0.0912439784642, 0.337772740153, 0.570983281383, 1.0, 0.0912439784642, 0.337772740153, 0.570983281383, 1.0
16-17, West Ham, Southampton, 0, 3, A, 0.306039394433, 0.376037766564, 0.317922839004, 1.0, 0.169623962234, 0.376037766564, 0.454338271203, 1.0
16-17, Burnley, Watford, 2, 0, H, 0.302154750245, 0.368266405485, 0.32957884427, 1.0, 0.406831537708, 0.434598432909, 0.158570029383, 1.0
16-17, Everton, Crystal Palace, 1, 1, D, 0.472881813276, 0.362924986508, 0.164193200216, 1.0, 0.364579060982, 0.426632487857, 0.20878845116, 1.0
16-17, Hull, Chelsea, 0, 2, A, 0.113653699466, 0.339544513458, 0.546801787076, 1.0, 0.113653699466, 0.339544513458, 0.546801787076, 1.0
16-17, Sunderland, West Brom, 1, 1, D, 0.357651245552, 0.362989323843, 0.279359430605, 1.0, 0.357651245552, 0.362989323843, 0.279359430605, 1.0
16-17, Swansea, Liverpool, 1, 2, A, 0.104381976023, 0.338156262919, 0.557461761058, 1.0, 0.104381976023, 0.338156262919, 0.557461761058, 1.0
16-17, Watford, Bournemouth, 2, 2, D, 0.369206094627, 0.36680032077, 0.263993584603, 1.0, 0.369206094627, 0.36680032077, 0.263993584603, 1.0
16-17, West Ham, Middlesbrough, 1, 1, D, 0.387187941592, 0.371329879102, 0.241482179306, 1.0, 0.387187941592, 0.371329879102, 0.241482179306, 1.0
16-17, Burnley, Arsenal, 0, 1, A, 0.0901906090191, 0.317805671781, 0.5920037192, 1.0, 0.0901906090191, 0.317805671781, 0.5920037192, 1.0
16-17, Leicester, Southampton, 0, 0, D, 0.386177581864, 0.369962216625, 0.243860201511, 1.0, 0.386177581864, 0.369962216625, 0.243860201511, 1.0
16-17, Man United, Stoke, 1, 1, D, 0.598461798513, 0.322937795808, 0.0786004056795, 1.0, 0.4833612238, 0.390644016227, 0.125994759973, 1.0
16-17, Tottenham, Man City, 2, 0, H, 0.270535283716, 0.386433049349, 0.343031666935, 1.0, 0.379954991159, 0.450857579167, 0.169187429674, 1.0
16-17, Arsenal, Swansea, 3, 2, H, 0.612585291888, 0.319560272934, 0.0678544351782, 1.0, 0.612585291888, 0.319560272934, 0.0678544351782, 1.0
16-17, Bournemouth, Hull, 6, 1, H, 0.473143982002, 0.346034870641, 0.180821147357, 1.0, 0.683886389201, 0.346034870641, -0.0299212598422, 1.0
16-17, Chelsea, Leicester, 3, 0, H, 0.515896820636, 0.351049790042, 0.133053389322, 1.0, 0.612717456509, 0.351049790042, 0.0362327534492, 1.0
16-17, Crystal Palace, West Ham, 0, 1, A, 0.394749106727, 0.37393195588, 0.231318937393, 1.0, 0.317881000466, 0.37393195588, 0.308187043654, 1.0
16-17, Man City, Everton, 1, 1, D, 0.525047206487, 0.358880373209, 0.116072420304, 1.0, 0.416056869933, 0.422992335888, 0.160950794179, 1.0
16-17, Stoke, Sunderland, 2, 0, H, 0.422649444278, 0.366626614599, 0.210723941123, 1.0, 0.509252027636, 0.366626614599, 0.124121357765, 1.0
16-17, West Brom, Tottenham, 1, 1, D, 0.160882861322, 0.343837255684, 0.495279882994, 1.0, 0.24479457519, 0.389768647786, 0.365436777024, 1.0
16-17, Middlesbrough, Watford, 0, 1, A, 0.391056137012, 0.357120202981, 0.251823660006, 0.999999999999, 0.316238503013, 0.357120202981, 0.326641294005, 0.999999999999
16-17, Southampton, Burnley, 3, 1, H, 0.60634774609, 0.303955841766, 0.0896964121435, 0.999999999999, 0.60634774609, 0.303955841766, 0.0896964121435, 0.999999999999
16-17, Liverpool, Man United, 0, 0, D, 0.387611450023, 0.37400281558, 0.238385734397, 1.0, 0.387611450023, 0.37400281558, 0.238385734397, 1.0
16-17, Arsenal, Middlesbrough, 0, 0, D, 0.633668270592, 0.30448627229, 0.0618454571186, 1.0, 0.515430936881, 0.374037645061, 0.110531418058, 1.0
16-17, Bournemouth, Tottenham, 0, 0, D, 0.206145584726, 0.371420047733, 0.422434367542, 1.0, 0.206145584726, 0.371420047733, 0.422434367542, 1.0
16-17, Burnley, Everton, 2, 1, H, 0.148387096774, 0.331688804554, 0.519924098672, 1.0, 0.233548387097, 0.378470588235, 0.387981024668, 1.0
16-17, Hull, Stoke, 0, 2, A, 0.286595261279, 0.37082116196, 0.342583576761, 1.0, 0.187982797793, 0.37082116196, 0.441196040247, 1.0
16-17, Leicester, Crystal Palace, 3, 1, H, 0.41825095057, 0.364106463878, 0.217642585551, 0.999999999999, 0.505513307985, 0.364106463878, 0.130380228137, 0.999999999999
16-17, Liverpool, West Brom, 2, 1, H, 0.615710609959, 0.316028454669, 0.0682609353716, 1.0, 0.615710609959, 0.316028454669, 0.0682609353716, 1.0
16-17, Swansea, Watford, 0, 0, D, 0.367966751918, 0.371643222506, 0.260390025575, 0.999999999999, 0.367966751918, 0.371643222506, 0.260390025575, 0.999999999999
16-17, West Ham, Sunderland, 1, 0, H, 0.490830495153, 0.353287922452, 0.155881582395, 1.0, 0.541747445638, 0.353287922452, 0.10496463191, 1.0
16-17, Chelsea, Man United, 4, 0, H, 0.395268682438, 0.361272129093, 0.243459188469, 1.0, 0.637161209463, 0.540115932947, -0.17727714241, 1.0
16-17, Man City, Southampton, 1, 1, D, 0.538274873152, 0.345907787337, 0.11581733951, 0.999999999999, 0.427079196999, 0.411317008603, 0.161603794396, 0.999999999999
16-17, Crystal Palace, Liverpool, 2, 4, A, 0.164597949271, 0.367242309768, 0.468159740961, 1.0, 0.164597949271, 0.367242309768, 0.468159740961, 1.0
16-17, Man United, Burnley, 0, 0, D, 0.683548684818, 0.267651130595, 0.048800184587, 1.0, 0.559049377019, 0.340886017536, 0.100064605445, 1.0
16-17, Middlesbrough, Bournemouth, 2, 0, H, 0.357793686951, 0.355515782623, 0.286690530426, 1.0, 0.454124633908, 0.423186625448, 0.122688740644, 1.0
16-17, Sunderland, Arsenal, 1, 4, A, 0.0955996884735, 0.342192367601, 0.562207943925, 0.999999999999, 0.0955996884735, 0.342192367601, 0.562207943925, 0.999999999999
16-17, Tottenham, Leicester, 1, 1, D, 0.505295007564, 0.349218356026, 0.145486636409, 0.999999999999, 0.394662128088, 0.414296520423, 0.191041351487, 0.999999999999
16-17, Watford, Hull, 1, 0, H, 0.493711533315, 0.342788332887, 0.163500133797, 0.999999999999, 0.544340379984, 0.342788332887, 0.112871287129, 0.999999999999
16-17, West Brom, Man City, 0, 4, A, 0.106414146699, 0.333996023857, 0.559589829444, 1.0, 0.106414146699, 0.333996023857, 0.559589829444, 1.0
16-17, Everton, West Ham, 2, 0, H, 0.453465623253, 0.370178870878, 0.176355505869, 1.0, 0.535445779765, 0.370178870878, 0.094375349357, 1.0
16-17, Southampton, Chelsea, 0, 2, A, 0.26875502008, 0.376224899598, 0.355020080321, 0.999999999999, 0.172008032128, 0.376224899598, 0.451767068273, 0.999999999999
16-17, Stoke, Swansea, 3, 1, H, 0.405651777575, 0.37708903069, 0.217259191735, 1.0, 0.494804010939, 0.37708903069, 0.128106958371, 1.0
16-17, Bournemouth, Sunderland, 1, 2, A, 0.500759109312, 0.35387145749, 0.145369433198, 1.0, 0.390917257085, 0.418484311741, 0.190598431174, 1.0
16-17, Burnley, Crystal Palace, 3, 2, H, 0.265243902439, 0.366976893453, 0.367779204108, 1.0, 0.338719512195, 0.411288510911, 0.249991976894, 1.0
16-17, Chelsea, Everton, 5, 0, H, 0.534139816215, 0.339420728161, 0.126439455624, 1.0, 0.720483889729, 0.339420728161, -0.05990461789, 1.0
16-17, Man City, Middlesbrough, 1, 1, D, 0.645267698554, 0.300748540979, 0.0539837604669, 1.0, 0.52639495052, 0.370673686881, 0.102931362598, 1.0
16-17, West Ham, Stoke, 1, 1, D, 0.415165733313, 0.370667473891, 0.214166792796, 1.0, 0.308179203874, 0.433600726502, 0.258220069624, 1.0
16-17, Arsenal, Tottenham, 1, 1, D, 0.431764004768, 0.363379022646, 0.204856972586, 1.0, 0.323538438618, 0.427041120381, 0.249420441001, 1.0
16-17, Hull, Southampton, 2, 1, H, 0.152731038053, 0.342091638623, 0.505177323324, 1.0, 0.237457934248, 0.388145223919, 0.374396841833, 1.0
16-17, Leicester, West Brom, 1, 2, A, 0.49184561022, 0.338814895352, 0.169339494428, 1.0, 0.37944414243, 0.404933405817, 0.215622451753, 1.0
16-17, Liverpool, Watford, 6, 1, H, 0.619381380466, 0.311900045711, 0.0687185738229, 1.0, 0.619381380466, 0.311900045711, 0.0687185738229, 1.0
16-17, Swansea, Man United, 1, 3, A, 0.162405812702, 0.366792249731, 0.470801937567, 1.0, 0.162405812702, 0.366792249731, 0.470801937567, 1.0
16-17, Crystal Palace, Man City, 1, 2, A, 0.125291647224, 0.358142790481, 0.516565562296, 1.0, 0.125291647224, 0.358142790481, 0.516565562296, 1.0
16-17, Everton, Swansea, 1, 1, D, 0.519913885899, 0.347924889367, 0.132161224734, 1.0, 0.409061117091, 0.41313240043, 0.177806482478, 1.0
16-17, Man United, Arsenal, 1, 1, D, 0.330245408744, 0.376726799935, 0.293027791321, 1.0, 0.330245408744, 0.376726799935, 0.293027791321, 1.0
16-17, Southampton, Liverpool, 0, 0, D, 0.241595978637, 0.382657869934, 0.375746151429, 1.0, 0.241595978637, 0.382657869934, 0.375746151429, 1.0
16-17, Stoke, Bournemouth, 0, 1, A, 0.379108723135, 0.372629582807, 0.248261694058, 1.0, 0.303934892541, 0.372629582807, 0.323435524652, 1.0
16-17, Sunderland, Hull, 3, 0, H, 0.40782122905, 0.360024829299, 0.232153941651, 1.0, 0.52625698324, 0.360024829299, 0.113718187461, 1.0
16-17, Tottenham, West Ham, 3, 2, H, 0.538401077925, 0.34201661801, 0.119582304065, 1.0, 0.584560970133, 0.34201661801, 0.0734224118575, 1.0
16-17, Watford, Leicester, 2, 1, H, 0.308960339481, 0.371307328219, 0.3197323323, 1.0, 0.378064305533, 0.415315815244, 0.206619879223, 1.0
16-17, Middlesbrough, Chelsea, 0, 1, A, 0.126849155504, 0.336400698893, 0.536750145603, 1.0, 0.126849155504, 0.336400698893, 0.536750145603, 1.0
16-17, West Brom, Burnley, 4, 0, H, 0.459136018681, 0.342819614711, 0.198044366608, 1.0, 0.675481611209, 0.342819614711, -0.0183012259196, 1.0
16-17, Burnley, Man City, 1, 2, A, 0.0799169693825, 0.348815083896, 0.571267946722, 1.0, 0.0799169693825, 0.348815083896, 0.571267946722, 1.0
16-17, Chelsea, Tottenham, 2, 1, H, 0.477251120467, 0.35528996333, 0.167458916203, 1.0, 0.52952600842, 0.35528996333, 0.11518402825, 1.0
